Product Name,Display Name,Stockcode,Barcode,Medium Image File,Cup Measure,Price,Cup Price,Cup String,Has Cup Price,Package Size,Sap Department Name,Sap Category Name,Sap Sub Category Name,Sap Segment Name,Department,Aisle,Description,Vegetarian,Wool Dietary Claim,Allergen Contains,Allergy Statement,Ingredients
Woolworths Banana Choc Bread,Woolworths Banana Choc Bread 5 Pack,406453,9300633536619,https://cdn0.woolworths.media/content/wowproductimages/medium/406453.jpg,100G,6.5,1.3,$1.30 / 100G,TRUE,5 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE CAKE,CAKES TO GO/LUNCH BOX,bakery,baked snacks & sweets,"Woolworths Banana & Choc Bread consist of moist banana slices wit choc chips, individually wrapped for your convenience. It has no artificial colours or flavours.",False,"Free From Artificial ColourFree From Artificial Flavour","Egg, Soy, Milk, Gluten",No Artificial Colours or Flavours,"Banana Puree (27%) (Banana Puree, Acidity Regulators (Citric Acid, Ascorbic Acid)), Wheat Flour (Wheat Flour, Vitamin B1, Folic Acid), Sugar, Canola Oil, Compound Chocolate (9%) (Sugar, Hydrogenated Vegetable Fat, Cocoa Powder, Whey Powder, Emulsifiers (Lecithins, Sorbitan Tristearate), Salt), Greek Style Yoghurt (4.5%) (Milk Solids, Milk, Enzyme (Starter Culture)), Dried Egg, Cocoa Powder, Baking Powder (Raising Agents (Diphosphates, Sodium Carbonates, Wheat Starch)), Dried Egg White, Mineral Salt (Salt), Preservative (Potassium Sorbate), Raising Agent (Sodium Carbonates), This product contains 4.5% Greek Yoghurt, This product contains 27% Australian Bananas"
Woolworths Raspberry & White Choc Loaded Muffins,Woolworths Raspberry & White Choc Loaded Muffins 4 Pack,118177,9339687211654,https://cdn0.woolworths.media/content/wowproductimages/medium/118177.jpg,1EA,7,1.75,$1.75 / 1EA,TRUE,4 Pack,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,MUFFINS,bakery,baked snacks & sweets,,False,,,,
Abe's Bagel Bakery Sesame Seed Bagels,Abe's Bagel Bakery Sesame Seed Bagels 360g 4 Pack,270583,9421001850257,https://cdn0.woolworths.media/content/wowproductimages/medium/270583.jpg,1EA,5,1.25,$1.25 / 1EA,TRUE,360G 4 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BAKERY SNACKS,BAGELS,biscuits & snacks,crispbreads & rice cakes,,False,,"Gluten, <div>Contains Wheat, Sesame</div>",Soy Free,"<div><strong>Wheat Flour</strong>, Water, Bagel Base (Sugar, <strong>Malted Barley</strong> Flour, <strong>Wheat </strong>Flour, Emulsifier (Mono- and Diglycerides), <strong>Wheat Gluten</strong>, Firming Agent (Calcium Sulfate), Antioxidant (Ascorbic Acid), Salt, Enzymes), <strong>Sesame </strong>Seeds (4%), Cornmeal, <strong>Wheat Gluten</strong>, Vinegar, Iodised Salt, Yeast, Bakesoft (<strong>Wheat </strong>Flour, Firming Agent (Calcium Sulfate), Salt, Enzymes<strong> </strong>(Contains <strong>Wheat</strong>), Acidity Regulator (Calcium Acetate)</div>"
Mr Kipling Choc Slice,Mr Kipling Choc Slice 6 Pack,814598,5000221605003,https://cdn0.woolworths.media/content/wowproductimages/medium/814598.jpg,1EA,5,0.83,$0.83 / 1EA,TRUE,6 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE CAKE,CAKES TO GO/LUNCH BOX,bakery,baked snacks & sweets,"Layers of chocolate flavoured sponge with a delicious chocolate flavoured filling, topped with a decorated chocolate flavoured fondant icing.",False,"Free From Artificial ColourFree From Artificial Flavour",,Fish Free,"<p>Sugar Vegetable Oils Water Wheat Flour Glucose Syrup Humectant (Vegetable Glycerine)Fat Reduced Cocoa PowderInvert Sugar SyrupDextrose <span id=""selectionBoundary_1640241258538_5093777282032701"" class=""rangySelectionBoundary"">?</span>Dried Egg White Whey Powder Maize Starch Raising Agents (Disodium Diphosphate, Sodium Bicarbonate)Emulsifiers (Mono- and Diglycerides of Fatty Acids, Sorbitan Monostearate, Polyglycerol Esters of Fatty Acids, Soy Lecithin, Polysorbate 60)Vegetable Fats Tapioca Starch Skimmed Milk Powder Salt Barley Malt Extract Stabilisers (Xanthan Gum, Sorbitan Tristearate)Preservatives (Potassium Sorbate, Sodium Metabisulphite)Milk ProteinsGelling Agent (Sodium Alginate)Colour (Titanium Dioxide)FlavouringsAcid (Acetic Acid) </p>"
Woolworths Strawberry Iced Donuts,Woolworths Strawberry Iced Donuts 4 Pack,40285,9339687096329,https://cdn0.woolworths.media/content/wowproductimages/medium/040285.jpg,1EA,4.75,1.19,$1.19 / 1EA,TRUE,4 Pack,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,SC RESALE DONUTS,bakery,baked snacks & sweets,,False,,"Soy, Milk, Gluten",Egg Free,"Donut (Wheat Flour, Water, Vegetable Oil (Palm, Soybean (Antioxidant (307)), Dextrose, Yeast, Salt, Emulsifiers (471, 481, 472e) (Palm), Soy Flour, Raising Agents (541, 500), Milk Solids), Strawberry Flavoured Ganache (22%) (Compound Chocolate (Sugar, Vegetable Fat (Palm), Milk Solids, Emulsifier (322 from Soy), Salt, Natural Vanilla Flavour), Thickened Cream (Cream (Milk), Gelatine), Canola Oil, Water, Natural Strawberry Flavour, Natural Colour (120), Acidity Regulator (330))"
Woolworths Mud Cake Caramel,Woolworths Mud Cake Caramel 600g,186854,9300633638061,https://cdn0.woolworths.media/content/wowproductimages/medium/186854.jpg,100G,6.4,1.07,$1.07 / 100G,TRUE,600G,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,MUDCAKES,bakery,baked snacks & sweets,<p>- No Artificial Colours or Flavours.</p>,False,"Free From Artificial ColourFree From Artificial Flavour",,Fish Free,"Cake (Sugar, Wheat Flour, Water, Canola Oil, Thickener (1414), Dried Egg, Raising Agent (341, 500, 541), Salt, Natural Flavours, Milk Solids, Preservative (202), Malted Barley Extract, Wheat Starch, Vegetable Gum (412), Acidity Regulator (330), Mineral Salt (450)), Caramel Granache (11%) (Compound Chocolate (9%) (Sugar, Vegetable Oil (Canola, Palm), Milk Solids, Malted Barley Extract, Natural Flavour, Emulsifier (322 from Soy, 492), Natural Colour (Annatto)), Canola Oil, Egg, Thickened Cream (from Milk), Dark Chocolate Compound (1%) (from Milk, Soy))"
Abbott's Bakery Gluten Free Farmhouse Wholemeal Bread Slice Loaf,Abbott's Bakery Gluten Free Farmhouse Wholemeal Bread Slice Loaf 500g,103219,9339423008807,https://cdn0.woolworths.media/content/wowproductimages/medium/103219.jpg,100G,7.8,1.56,$1.56 / 100G,TRUE,500g,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BREAD,DIETARY NEEDS,bakery,white & wholemeal bread,"Abbott's Bakery Gluten Free Farmhouse Wholemeal<br><br>Say hello to gluten free bread. These soft, large slices are high in whole grain, a source of fibre, dairy free, free from artificial colours, flavours or preservatives, and don't fall apart in your hands. Rice bran and buckwheat create a distinctive texture and hearty flavour on the inside, whilst on the outside we've dusted this loaf with linseed meal to create a truly delicious, roasted nutty flavoured crust.<br> <br> We believe in making the most of every mouthful. Abbott's Bakery® creations are crafted to be so full of flavour, texture and aroma that they are absolutely, positively irresistible. Now it's over to you. Work your topping magic, and savour every last crumb.<br><br>- Gluten Free<br>- 45% of your Whole Grain Daily Target^<br>- ^One 83g serve of Abbott's Bakery Gluten Free Farmhouse Wholemeal Bread contributes 45% of the 48g Whole Grain Daily Target Intake<br>- Soft & Large Slices<br>- No artificial Colours, Flavours or Preservatives<br>- Suitable for Vegetarians<br>- No added Sugar<br>- Source of Fibre<br><br>Gluten Free<br><br>45% of your Whole Grain Daily Target^<br><br>Soft & Large Slices<br><br>No artificial Colours, Flavours or Preservatives<br><br>Source of Fibre",False,"Contains Whole Grain, Free From Dairy, No Added Artificial Colour, No Added Artificial Flavour, No Added Preservatives, No Added Sugars",Egg,Fish Free,"Water, Wholemeal Gluten Free Flour (26%) (Wholemeal Rice Flour, Wholemeal Buckwheat Flour), Modified Tapioca Starch (1442), Canola Oil, Sugar, Chia Seeds, Linseed Meal (2.5%), Egg White Powder, Baker's Yeast, Iodised Salt, Thickeners (464, 466), Vinegar, Maize Starch."
Lawson's Wholemeal Traditional Bread,Lawson's Wholemeal Traditional Bread 750g,802853,9310023143969,https://cdn0.woolworths.media/content/wowproductimages/medium/802853.jpg,100G,5.8,0.77,$0.77 / 100G,TRUE,750G,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BREAD,MULTIGRAIN/WHOLEMEAL LOAF,bakery,white & wholemeal bread,"Enjoy a slice of Lawson's Stone Mill Wholemeal Extra Thick Sliced Bread for breakfast, lunch or dinner. Baked in the spirit and traditions of country Australia, this is a delicious and great tasting loaf. Lawson's Wholemeal is a traditional style bread that is rich in flavour. You can serve it toasted with a good chunk of butter or loaded with your favourite toppings. Brimming with nature's simplest ingredients, each great tasting slice is sure to satisfy you whether you enjoy it as a bread or sandwich base. This product contains no artificial preservatives or colours, no animal fats. It is a source of protein and an excellent source of fibre. Enjoy a slice of Lawson's Traditional Stone Mill Wholemeal Extra Thick Sliced Bread made from the simplest ingredients. Perfect for sandwich bases.",False,SOURCE OF PROTEIN;,"Gluten Containing Cereals, Soy, Gluten",Egg Free,"Wholemeal Wheat Flour (50% minimum), Water, Wheat Bran, Yeast, Wheat Gluten, Wheat Germ, Vinegar, Canola Oil, Iodised Salt, Malted Barley Flour, Cultured Wheat Flour, Vegetable Emulsifier (481), Soy Flour, Vitamins (Thiamin, Folic Acid)."
Abe's Bagel Bakery Blueberry Bagels,Abe's Bagel Bakery Blueberry Bagels 4 Pack,682573,9421001850813,https://cdn0.woolworths.media/content/wowproductimages/medium/682573.jpg,1EA,5,1.25,$1.25 / 1EA,TRUE,4 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BAKERY SNACKS,BAGELS,bakery,baked snacks & sweets,"These bagels have been baked in New Zealand using Australian wheat. All other ingredients have been locally sourced where possible and imported where necessary.

Chewy. Crispy. Dense. Delicious.
Bagels made the authentic way since day dot.",False,Free from artificial flavour. Free from artificial colour,"Gluten, Wheat",Egg Free,"Wheat Flour, Water, Organic Blueberries (10%), Sugar, Bagel Base [Sugar, Enriched Wheat Flour, Malted Barley Flour, Emulsifier (Mono- and Diglycerides), Wheat Gluten, Firming Agent (Calcium Sulfate), Antioxidant (Ascorbic Acid), Salt, Enzymes], Wheat Gluten, Yeast, Lemon Zest, Vinegar, Iodised Salt, Dough Conditioner [Wheat Flour, Firming Agent (Calcium Sulfate), Salt, Enzymes (contains Wheat)], Acidity Regulator (Calcium Acetate), Blueberry Flavour (0.1%), Natural Colour"
Helga's Gluten Free Mixed Grains,Helga's Gluten Free Mixed Grains 500g,815271,9310023144003,https://cdn0.woolworths.media/content/wowproductimages/medium/815271.jpg,100G,7.5,1.5,$1.50 / 100G,TRUE,500G,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BREAD,DIETARY NEEDS,bakery,white & wholemeal bread,"It's not just bread. It's Helga's. Your favourite grainy bread, but without the gluten. Helga's Gluten Free Mixed Grain is also dairy free and a good source of fibre. Make it extra special by toasting and adding a generous layer of your favourite spread, or fill with your favourite fillings and toast in the sandwich press. Gluten free, dairy-free and made with no artificial colours, flavours or preservatives, Helga's Gluten Free Mixed Grain is also FODMAP friendly. It comes in a mini loaf size which is perfect for small households and on the go adventures. Good Source of Fibre. No Artificial Colours, Flavours or Preservatives. Dairy Free Helga's Gluten Free Bread Mixed Grain is your favourite grainy bread without the gluten. Packaged in a mini size perfect for small households.",False,;Free From Artificial Flavour;Free From Dairy;,"Egg, Soy",Gluten Free,"Water, modified tapioca starch (1442), rice flour, maize starch, grains (6%) (corn, red quinoa, white quinoa), seeds (linseed, milled linseed), potato starch, canola oil, sugar, rice bran, psyllium flour, egg white powder, iodised salt, soy flour, thickener (464, 412), vinegar, yeast, cultured dextrose, vitamin (thiamin)."
Abes Abe's Low Carb Bagels,Abe's Low Carb Bagels 360g,201815,9421001850912,https://cdn0.woolworths.media/content/wowproductimages/medium/201815.jpg,1EA,5,1.25,$1.25 / 1EA,TRUE,360g,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BAKERY SNACKS,BAGELS,bakery,baked snacks & sweets,,False,,,,
Simson's Pantry Mini Pizza Bases Plain,Simson's Pantry Mini Pizza Bases Plain 6 Pack,243674,9334169001020,https://cdn0.woolworths.media/content/wowproductimages/medium/243674.jpg,100G,4.5,1.88,$1.88 / 100G,TRUE,6 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE INTERNATIONAL BREAD,PIZZA/BASES,bakery,"rolls, wraps & flatbreads","Delicious pizza starts with the perfect base. Hand-crafted and flamed baked, create delicious pizzas your way by adding your favourite toppings to our Simson's Pantry Mini Pizzas!

SUPER light and fluffy, pop in the toaster to heat & enjoy!

Proudly Family Owned and Australian Made in Country Victoria and 100% Made from RENEWABLE Electricity!",False,";NO ARTIFICIAL COLOURS OR FLAVOURS, LOW IN SATURATED FATS, NON GMO","Wheat, Gluten",No Artificial Colours or Flavours,"Self-Raising Flour (Wheat Flour, Raising Agents (339, 341, 450, 500)), Vitamins (Thiamin, Folic Acid), Water, Vegetable Oil, Thickeners (415, 412, 466), Humectant (422), Sugar, Iodised Salt, Emulsifiers (481, 461), Preservatives (281, 200), Yeast."
Woolworths Free From Gluten White Burger Buns,Woolworths Free From Gluten White Burger Buns 4 Pack,140171,9339687227365,https://cdn0.woolworths.media/content/wowproductimages/medium/140171.jpg,100G,5.5,1.72,$1.72 / 100G,TRUE,4 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BREAD,DIETARY NEEDS,bakery,white & wholemeal bread,"Deliciously light buns with a fluffy bite, ready to fill with your favourite fillings",False,"Free From Artificial ColourFree From Artificial FlavourFree From Gluten","Egg, Soy",Wheat Free,"Water, Modified Tapioca Starch (1412, 1442), Rice Flour, Corn Starch, Soy Flour, Vegetable Oil, Egg White Powder, Vinegar, Soy Protein, Sugar, Yeast, Vegetable Gums (464, 412, 466, 461), lodised Salt, Psyllium Husk Powder Humectant (422), Preservative (200)"
Woolworths Cinnamon Donuts,Woolworths Cinnamon Donuts 6 Pack,7927,0280416000003,https://cdn0.woolworths.media/content/wowproductimages/medium/007927.jpg,1EA,2.8,0.47,$0.47 / 1EA,TRUE,6 Pack,BAKEHOUSE,INSTORE BAKERY,INSTORE MANUF CAKE/PASTRY,CAKE DOUGHNUTS,bakery,in-store bakery,Woolworths Cinnamon Donut 6 Pack.,False,,,Fish Free,"Wheat Flour, Water, Vegetable Oils (Palm, Canola), Sugar, Cinnamon Sugar (7%) (Sugar, Oat Fibre, Spices (Including Cinnamon (2.5%))),Milk Solids Raising Agents (500, 339, 341, 450), Soy Flour, Salt, Thickeners (412,415), Emulsifier (322 (Soy)), Natural Flavour."
Toscano French Style Madeleines Strawberry Jam Filled,Toscano French Style Madeleines Strawberry Jam Filled 238g,242952,9300602376505,https://cdn0.woolworths.media/content/wowproductimages/medium/242952.jpg,100G,5,2.1,$2.10 / 100G,TRUE,238g,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE CAKE,CAKES TO GO/LUNCH BOX,bakery,baked snacks & sweets,<p>The Madeleine is a traditional small cake from the Lorraine region in North Eastern France. Characterised by its distinctive shell-like shape. Bon Appetit!<p>,False,,"Egg, Gluten, Wheat, Soy",Fish Free,"Madeleine (85%) [Wheat Flour, Sugar, Soybean Oil (Soy), Pasteurised Egg, Water, Humectants (422, 420), Raising Agents (450, 500), Corn Starch, Preservative (200), Acidity Regulator (330), Glucose-Fructose Syrup, Salt, Flavours, Stabilisers (415, 412), Colour (160a)]. Strawberry Jam (15%): [Sugar, Glucose Syrup, Strawberry Pulp (19%), Water, Gelling Agent (440), Acidity Regulators (330, 333), Flavour, Antioxidant (300), Colour (120)]."
Helga's 50% Lower Carb 5 Seeds Loaf,Helga's 50% Lower Carb 5 Seeds Loaf 700g,184268,9310023145598,https://cdn0.woolworths.media/content/wowproductimages/medium/184268.jpg,100G,5.5,0.79,$0.79 / 100G,TRUE,700g,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BREAD,MULTIGRAIN/WHOLEMEAL LOAF,bakery,white & wholemeal bread,"<p>Helga's Lower Carb 5 Seeds with 50% less carbs and 70% more protein than Helga's Mixed Grain Bread.<BR><BR>Helga’s bakers always select the best quality ingredients, the ones they know will bake the most delicious tasting loaf every time.<br /><br />Helga's Lower Carb 5 Seed replaces some of the wheat flour with a tasty blend of sunflower seeds, brown linseeds, golden linseeds, poppy seeds and psyllium seeds.<br /><br />It’s Not Just Bread. It’s Helga's.<br /><br />Helga's 50% Lower Carb 5 Seeds has 50% less carbohydrate (21.2/100g) and 70% more protein (14.6g/100g) than Helga's Mixed Grain (carbohydrate: 42.7g/100g, protein: 8.4g/100g). <br />(July 2021).<BR><BR>Low Carb<BR><BR>High Protein</p>",False,;Free From Artificial Flavour;,"Gluten, Wheat, Soy",Dairy Free,"Water, wheat flour, mixed seeds 18% (sunflower seeds, brown linseeds, poppy seeds, psyllium seeds, golden linseeds), modified wheat starch (1413), wheat gluten, defatted soy flour, yeast, bamboo fibre, soy splits, kibbled soy, vinegar, canola oil, iodised salt, cultured wheat flour, soy flour, vegetable emulsifiers (481, 471, 472e), vitamins (thiamin, folic acid)."
Woolworths Lemon Poppyseed Muffins,Woolworths Lemon Poppyseed Muffins 4 Pack,169921,9339687267835,https://cdn0.woolworths.media/content/wowproductimages/medium/169921.jpg,1EA,7,1.75,$1.75 / 1EA,TRUE,4 Pack,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,MUFFINS,bakery,baked snacks & sweets,"Filled with zingy lemon curd, this cafe-style muffin is generously topped with crumble & finished with a white choc drizzle",False,"Free From Artificial ColourFree From Artificial Flavour","Egg, Soy, Milk, Sulphur Dioxide, Gluten",No Artificial Colours or Flavours,"Wheat Flour, Sugar, Lemon Curd Filling (12%) (Water, Sugar, Egg, Margarine (Vegetable Oil, Water, Emulsifiers (471, Soy Lecithin), Natural Flavours, Carotene), Lemon Juice Concentrate, Thickener (1442), Potassium Sorbate), Canola Oil (Antioxidant (307)), Egg, Water, Margarine (Vegetable Oil, Water, Emulsifiers (471, Soy Lecithin), Natural Flavours, Carotene), White Compound Chocolate (Sugar, Vegetable Fat, Emulsifiers (492, Soy Lecithin), Milk Solids, Natural Flavour), Milk Solids, Wheat Starch, Thickeners (1422, Guar Gum), Raising Agents (450, Sodium Bicarbonate, 541, 452), Candied Lemon Peel (2%) (Potassium Sorbate, Sulphur Dioxide), Natural Lemon Flavour, Poppy Seeds (1%), Humectant (422), Salt, Natural Flavour, Acidity Regulators (327, Citric Acid), Emulsifier (481), Potassium Sorbate, Riboflavin"
Toscano French Style Madeleines Choc Cream Filled,Toscano French Style Madeleines Choc Cream Filled 238g,242617,9300602376666,https://cdn0.woolworths.media/content/wowproductimages/medium/242617.jpg,100G,5,2.1,$2.10 / 100G,TRUE,238g,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE CAKE,CAKES TO GO/LUNCH BOX,bakery,baked snacks & sweets,,False,,"Milk, Wheat, Gluten, Egg, Soy",Fish Free,"Madeleine (85%) [Wheat Flour, Sugar, Soybean Oil (Soy), Pasteurised Egg, Water, Humectants (422, 420), Raising Agents (450, 500), Corn Starch, Preservative (200), Acidity Regulator (330), Glucose-Fructose Syrup, Salt, Flavours, Stabilisers (415, 412), Colour (160a)], Cocoa Filling (15%) [Sugar, Water, Sunflower Oil, Cocoa Powder (5%), Modified Starch (1442), Humectant (422), Sucrose Caramel, Milk Protein, Stabilizers (460, 466), Acidity Regulator (270), Preservative (200), Salt, Flavour]."
